Product,ID,Comments,Feature_Request_Enhancement,NA,Other_Issue_Negative_Feedback,Positive_Feedback,Process_Issue,Support_Issue,Technical_Performance_Issue,Usability_Issue
PJM,576,"There is no flexibility for changes. Most recently the challenges I am having is ""Improvements"" not included on the Excel Template. ",1,0,0,0,0,0,0,1
fmPilot2,575,"Sometimes there will be miscommunications between the center, CBRE and the techs/company that show up on site",0,0,1,0,0,0,0,0
PJM,574,"I mostly use PDA. There are definitely some small tweaks that would improve the user experience.  I'm not talking about major change, one example would be - uploading Documents as an attachment to a J&A is limited to filenames of less than 50 characters, which is very frustrating in having to shorten file names.  ",1,0,0,0,0,0,0,0
fmPilot2,574,"Communication is poor between our station, Fedex facilities maint. CBRE and the contractors. Everyone should be updating the work orders so everyone knows what is going on and updating all and any updated timelines for completion.",0,0,1,0,0,0,0,0
SI LOCAL,573,"There could be a calendar or built in schedule that reminds you of Servicing, Maintenance etc.  ",1,0,0,0,0,0,0,0
fmPilot2,573,Simply process. Allow vendors to reach out to you. ,0,0,1,0,0,0,0,0
SI LOCAL,573,I have been logged out many times due to timed out! this can be very stressful due to the amount of work we have.  As it is a CBRE system the SI could be linked to your CBRE pers email instead of logging yourself in. This would save a lot of time.,0,0,0,0,0,0,1,0
fmPilot2,572,"Quotes should be uploaded so we at the facility see what the vendor is quoting for work.  When written communications are sent, the person entering the order and/or the person listed as secondary contact is included.  Vendor be held accountable for uploading reports quickly - their invoices are held until they have completed this step - we are have requirements to have documentation on file for annual services.  We have to keep checking back on the work order for months sometimes waiting for the reports to show up.",0,0,1,0,0,0,0,0
Quantum,571,grammar suggestions to the text,1,0,0,0,0,0,0,0
ServiceInsight7,571,This seems like an outdated CMMS.  ,0,0,1,0,0,0,0,0
fmPilot2,571,"as we are new to this system , we are still learning, as with anything else it gets easier the more  WO we complete.  But I do find that when I reach out for help in the later hours of the afternoon it is ,more difficult to get a hold of anyone to ask questions.",0,0,1,0,0,0,0,0
ServiceInsight7,571,I do not like the fact that I cannot create my own reports. ,1,0,0,0,0,1,0,0
SI LOCAL,570,Ability it input more characters in the Ref 2 box,1,0,0,0,0,0,0,0
fmPilot2,570,Been trying to get a facility added to me for over 4 months. Have been approved on my end but is still not on my company profile. Need IT help that users can call instead of constantly having to call CBRE for them to send e-mail to IT but  IT never calls back to help.,0,0,1,0,0,0,0,0
fmPilot2,569,Better communication between fmpilot and vender,0,0,1,0,0,0,0,0
fmPilot2,568,Using better vendors that can make the repairs better. Some of the vendors that show up are very sketchy.,0,0,1,0,0,0,0,0
ServiceInsight7,567,It is very time consuming to create pm jobs,1,0,1,0,0,0,0,1
fmPilot2,567,We use it because we were told we had to- its an extra step for me that wasn't needed,0,0,1,0,0,0,0,0
fmPilot2,566,"Include email communication with critical changes/status updates to the store.  For instance, we have a toilet leak.  The repairman came.  He ordered a part but didn't return on the date he stated.  Several days after that stated return date, FM Pilot updated the status.",0,0,1,0,0,0,0,0
fmPilot2,565,"More communication between facilities and store when ""crew/tech"" is assigned, delayed or canceled.",0,0,1,0,0,0,0,0
fmPilot2,564,"Communication, updates, follow up, e-mails etc....",0,0,1,0,0,0,0,0
fmPilot2,563,Quicker response and more follow up. Vendors that can get parts and complete repairs in a shorter time with more reasonable rates.,0,0,1,0,0,0,0,0
fmPilot2,562,get people here to fix stuff after i take time to do this ,0,0,1,0,0,0,0,0
ServiceInsight7,562,Service Insight as a whole is very clunky to use. One of my main complaints is the inability to use the Data Loader for more things...the system works more of a one by one method better sometimes through the main screens than it does being able to use the Data Loader.   creating things like schedules...4 separate process..it feels like it take forever to do things especially if you have to create any part of those from new.  Overall I find it to be slow and clunky. ,1,0,0,0,0,0,0,1
fmPilot2,561,My clinic does not have a maintenance person to trouble shoot or prevent $$$ losses. Would like to have a person that can maintain the property. I am now noticing the refrigerator making an unfamiliar noise but nobody to check and do preventive maintenance.  ,0,0,1,0,0,0,0,0
Jarvis Request Management Self Service,561,Location search could be easier and would improve the tool making sure work orders are logged correctly to locations ,0,0,0,0,0,0,1,1
Jarvis Request Management Self Service,560,Have a follow up process.  When you place a Request you get regular updates as to the progress of the fault.  At the moment it goes into a black hole and you never hear anything about it ever again.  I have reported a problem with the vehicle gate at Bridgend ATE and because it was a duplicate mine was deleted.  Does anyone let me know what the updates are no...has it been fixed....NO..... will I get any updates .....NO.  Grumpy of Bridgend :-),1,0,0,0,0,0,0,0
fmPilot2,560,Simplify  Easier communication Better support,0,0,1,0,0,0,0,0
fmPilot2,559,I have worked for many brands and bar none the Team for FM Pilot is by FAR THE BEST! I am amazed at the very short response time and the professionalism of the teams that respond! Hat's off to your entire team!,0,0,1,0,0,0,0,0
Jarvis Request Management Self Service,559,"Ok using the tool easy to navigate around and use, seems a slight delay in the response emails coming back from the system but nothing major.",0,0,0,0,0,0,1,0
SI LOCAL,559,Easier user interface ,0,0,0,0,0,0,0,1
fmPilot2,558,improve communication ,0,0,1,0,0,0,0,0
SI LOCAL,558,Why can't you amend the start time when you raise a work order? I had to escort a contractor to an urgent breakdown but I didn't log on until after he started the job and could not back date the time started. ,0,0,0,0,0,0,0,1
SI LOCAL,558,"When assigning PM's to engineers, why can you only select a maximum 10 jobs at a time and if you touch the forward arrow it clears the tick arrow box on the previous page? These two items would improve SI for me and many others.  ",0,0,0,0,0,0,0,1
fmPilot2,557,Make the email updates relevant and timely.  Dispatch to vendors sooner.  No reason a ticket should take several weeks to get an update on.,0,0,1,0,0,0,0,0
ServiceInsight7,557,Discontinue VAWS and let me invoice my customer directly.,0,0,0,0,1,0,0,0
fmPilot2,556,CBRE FOLLOW UP NEEDS TO BE IMPROVED ,0,0,1,0,0,0,0,0
fmPilot2,555,CBRE to dial back the spam calling and emails . Spending more team on admin / emails than in-field monitoring . This will help big time in service ,0,0,1,0,0,0,0,0
fmPilot2,554,Respond quicker,0,0,1,0,0,0,0,0
fmPilot2,553,"On seasonal work orders.  Once the status moves to ""Closed"", There's no way to tell the Tech if a work order has made it's way through the billing process.  For example:  A PMEX or OOS work order will go to PVINV status.  We can see the the various stages all the way to ""Completed""",0,0,1,0,0,0,0,0
fmPilot2,552,"I have put in many Work orders in, and found that the Vendors coming out to service will only do what is on work order rather than calling in and getting approval; if something was missed in work order and getting approval for completing other items that were missed when making work order. I am Dissatisfied with this service. I have to make a new work order and a new charge to the clinic to have them come out to facility and make appropriate repairs, when they could have added to work order in with approval for similar scope of work. I hope this issue could be addressed due companies are over charging DaVita for good customer service.",0,0,1,0,0,0,0,0
fmPilot2,551,quicker responses  sometimes response can take a few days sometimes they are responded to right away.  more consistency on response time,0,0,1,0,0,0,0,0
fmPilot2,550,"when the client cancels a service request, update and cancel so we don't still go to the location, and then the customer incurred travel cost. ",0,0,1,0,0,0,0,0
ServiceInsight7,550,"Connectivity issues need to be address, being chucked out of SI when trying to work is extremely annoying and unhelpful.",0,0,0,0,0,0,1,0
fmPilot2,549,"actually come in when we ask you to, and when something is set to a HIGH PRIORITY it is treated as such. It is not acceptable to have to a rodent infestation. Thanks. ",0,0,1,0,0,0,0,0
fmPilot2,548,when we input notes no one from CBRE response ,0,0,1,0,0,0,0,0
ServiceInsight7,548,"Do not change the format, or view. The search function is not helpful any longer. ",0,0,0,0,0,0,1,0
fmPilot2,547,Too much in and out of orders to get something invoiced and processed. ,0,0,1,0,0,0,0,0
fmPilot2,546,respond quicker,0,0,1,0,0,0,0,0
Jarvis Request Management Self Service,546,"could be easier to select building areas and descriptions/examples of what falls into the less common fault categories, thanks",0,0,0,0,0,0,0,1
fmPilot2,545,"WEB-579402 had issue with invoicing. Could not add the dollar amount under the ""Labor"" tab. Spent almost one hour with a Senior Rep only to find out that there is a bug.  Was resolved by adding ""Labor"" charges under ""Trip Charge"". ",0,0,1,0,0,0,1,0
ServiceInsight7,544,no,0,1,0,0,0,0,0,0
fmPilot2,544,"logs off very frequent, noone updates the wo on time.",0,0,1,0,0,0,1,0
fmPilot2,543,"We have an issue logging in on site. At best I am guessing 50% successful.  Ease of adding notes and seeing both areas where there are notes, description, updates, this could be better. Many times we receive information from the store and we really don't understand what the work order entails, which is ok and understandable. Once we get to site, get pictures and assess it, then it helps. It is understandable that the store wouldn't have the expertise. Confirming these pictures are received by management and being able to see additional notes easily would help. (maybe it's us). ",0,0,1,0,0,0,1,0
fmPilot2,542,Fix bugs and loading time.,0,0,0,0,0,0,1,0
PJM,541,Thanks for the amazing tools that you developed for us,0,0,0,1,0,0,0,0
fmPilot2,541,The page tends to get stuck when trying to hit the save button. ,0,0,0,0,0,0,1,0
fmPilot2,540, It can be very glitchy and slow at times- Also the client side only works on firefox. ,0,0,0,0,0,0,1,0
fmPilot2,539,1. It feels buggy sometimes when trying to edit/submit invoices or quotes. Will just get stuck and doesn't give good responses on what the issues are.  2. There's no option to request for a raise in DNE.,0,0,0,0,0,0,1,0
fmPilot2,538,Had to load in twice. First time came up with wrong location listed and would not accept my email as valid. Once I exited and reloaded the page everything was fine. ,0,0,0,0,0,0,1,0
fmPilot2,537,Takes forever to load and freezes/ crashes often,0,0,0,0,0,0,1,0
fmPilot2,536,Fix bugs and improve speed. ,0,0,0,0,0,0,1,0
fmPilot2,535,"GRAY SCREEN CONSTANTLY, I WASTE SO MUCH TIME JUMPING FROM ONE BROWSER TO ANOTHER. REFRESHING MY SCREEN SEVERAL TIME BEFORE I SEE A ANY WORK TICKETS. ONCE I CREATE A WORK TICKET IT WILL NOT SAVE. EXTREMELY FRUSTRATING.",0,0,0,0,0,0,1,0
fmPilot2,534,Not sure if its on FMPilot but we have loading issues. Other than that it would be nice to have access to the SP code and the quote (when there is one) from the finance tab. ,0,0,0,0,0,0,1,0
PJM,533,Yes. The PDA tool is inadequately populated with PJM associates. Current PJM employees auto predict the PM's and LMA leaders in the Basic Project Information section of PDA. But those exact same employees do not always appear or auto predict in the approvals section of the PDA.  I have had to request dozens of new PDA approvers. The entire active PJM staff should be uniformly available in all sections of the tool,0,0,0,0,1,0,0,0
fmPilot2,533,Make it operate correctly. takes some times 5 times to open a work order correctly vary slow and sluggish. makes job harder and takes longer.,0,0,0,0,0,0,1,0
Jarvis Request Management Self Service,532,"the people that deal ie,  Chris, Oz and Mark and Richard and Donna from ISS, from the Bristol/Bath area are all fantastic, always helpful, friendly and an asset to CBRE and BT ",0,0,0,1,0,0,0,0
fmPilot2,532,"VERY BUGGY, CAN'T SAVE ANY QUOTES OR INVOICES IF YOU SKIP OVER ONE ITEM, WOULD LIKE TO SEE A FEATURE WHERE AN APPROVED QUOTE CAN BE CONVERTED TO AN INVOICE TO BE MORE EFFICIENT. ",1,0,0,0,0,0,1,0
fmPilot2,531,"I haven't worked at store 0982 in close to ten years, yet my profile hasn't changed and can't be changed to my current store (0970).  If I try to create a work order, it gets sent to store 0982 ",0,0,0,0,0,0,1,0
PJM,530,We need a comprehensive compliance reporting dashboard,1,0,0,0,0,0,0,0
fmPilot2,530,"sometimes it takes me 10 tries to ad a work order, please make this function easier to use!!!!",0,0,0,0,0,0,1,1
fmPilot2,529,Very glitchy and difficult to use,0,0,0,0,0,0,1,1
fmPilot2,528,FMP constantly kicks you out. You have to always keep refreshing when trying to create a child work order or view any work order for that matter.,0,0,0,0,0,0,1,1
fmPilot2,527,Fix all glitches and make it easier to navigate.,0,0,0,0,0,0,1,1
fmPilot2,526,THE SITE DOESN'T ALWAYS HAVE EASY ACCESS  AND WON'T ALLOW ME TO CREAT A WORK ORDER (HAPPENS QUITE OFTEN I MIGHT ADD) THEN I END UP CALLING IN TO CREATE A WORK ORDER OVER THE PHONE.,0,0,0,0,0,0,1,1
PJM,525, Red/yellow risk selection area - portal does good job in identifying these -suggest review to be completed to remove any ambiguous language -  Once reviewed improvement would be to for drop down list to appear- easier for user to identify.   ,1,0,0,0,0,0,0,0
PJM,525,Online training/navigation of the system would be helpful. ,0,0,0,0,0,1,0,0
fmPilot2,525,"I am told to stop and complete a different form for changing door lock codes, but I cannot locate that selection. Please provide a link. ",0,0,0,0,0,0,1,1
PJM,525, 1. upload document of larger sizes. e.g if uploading  contractors CPP (managed principal projects ) there is restriction on the size of the document which usually rejects the upload.   ,0,0,0,0,0,0,0,1
PJM,525," 2. upload images , Text boxes with the CPP itself 3. Pasting option within CPP would be useful where required   ",0,0,0,0,0,0,0,1
PJM,525,  Suggest there is an option to select if a project is principal or managed Principal- which as different requirements for CPP Development Pre- Construction Plans- there is no area for these plans to be uploaded/developed within the portal   ,0,0,0,0,0,0,0,1
fmPilot2,524,IVR system doesn't always work.,0,0,0,0,0,0,1,0
Jarvis Request Management Self Service,523,Since I have raised the request I received a site visit to quote what works are required which was 3 weeks ago and since then I have received no updates on what is happening with my request even after emailing all people involved for an update I received no reply !!!!!,0,0,1,0,0,0,0,0
fmPilot2,523,"Update equipment on the work orders when we submit them. Way too many glitches in this system, wont save information on 1st try. Have to re enter and try to save over and over until system finally retains info. ",0,0,0,0,0,0,1,0
fmPilot2,522,"I have access issues.  After a particular company onboarded, I am only able to access 1 of the two accounts.  If I get into 1, the other is locked out,  Even though the credentials are different for each account.",0,0,0,0,0,0,1,0
ServiceInsight7,521,Make it more user friendly for contract supports ,0,0,0,0,0,1,0,0
fmPilot2,521,"When I update our schedule date and time in fmPilot, we still get emails asking us for a schedule date. What's the point of putting it in if we are going to be asked about it again in an email? ",0,0,0,0,0,0,1,0
PJM,520,There could be better communication and training for PJM.  The company would experience greater efficiency if everyone was trained to utilize the tools.  ,0,0,0,0,0,1,0,0
fmPilot2,520,"For the past month or so, our techs have been unable to log in and/or out of the IVR. I called to report this and I was told they did not have any other complaints [not sure what that has to do with checking into or correcting a malfunction] It is still not functioning correctly Thank you ",0,0,0,0,0,0,1,0
Quantum,520,"Its too broad, many points are repetitive, and the size of the software is cumbersome, IT and technology are supposed to make work easier not more arduous",0,0,0,0,0,1,0,1
fmPilot2,519,Make the page load fully before opening up on the screen so I can actually see what I'm doing.,0,0,0,0,0,0,1,0
fmPilot2,518,fix the glitches that make me have to exit the site and re-enter ,0,0,0,0,0,0,1,0
fmPilot2,517,"the site has some glitches , makes me relog in several times. other times have to open and close for the page to load.",0,0,0,0,0,0,1,0
fmPilot2,516,It's not property service with my job. This app has a Lotta issues to complete.,0,0,0,0,0,0,1,0
ServiceInsight7,515,There are a few glitches that take a little some to find work arounds,0,0,0,0,0,0,1,0
fmPilot2,515,If it did not erase everything when the system freezers up. ,0,0,0,0,0,0,1,0
ServiceInsight7,514,There should also be a readable dashboard for work orders.  Too many steps to close ,1,0,0,0,0,0,0,0
ServiceInsight7,514,"The site is too slow, closes all the time ",0,0,0,0,0,0,1,0
fmPilot2,514,I find myself having to reload the page numerous times in order for it load properly. ,0,0,0,0,0,0,1,0
SI LOCAL,514,"While the software works as it should, I sometimes find it overwhelming with all the menu options all around the screen. I wish there was a way to simplify the view.",1,0,0,0,0,0,0,1
ServiceInsight7,514,and too many clicks just for one option. ,0,0,0,0,0,0,0,1
fmPilot2,513,"Pricing is locked in and we do different levels of work that require different pricing. The Estimate to invoice transfer doesn't work most of the time. If you upload an invoice it doesn't recognize it even when we have already added the invoice number where asked, it tells you to upload it again - redundant waste of time. Things sometimes just disappear and then we are forced to do it all over again - wasted time. I am sure there are a few more quirks that I do not remember.",0,0,0,0,0,0,1,0
fmPilot2,512,"the website doesnt work to set up and schedule non emergency workorders, i can never get to a place to submit.  i just call for all workorders.",0,0,0,0,0,0,1,0
fmPilot2,511,Having trouble when inputing quotes. Description doesnt match when printing out.,0,0,0,0,0,0,1,0
PJM,510,"Kahua is a tool that adds value to the internal CBRE team to track and monitor every item of a project, but seems outdated when presented to high tech companies.   ",0,0,0,0,0,0,1,0
fmPilot2,510,always crashes during and throughout the days,0,0,0,0,0,0,1,0
PJM,510,"  In my case, every time we shared the tool with Intuit, the client did not enjoy the experience. The interface feels old and takes too long to load. ",0,0,0,0,0,0,0,1
PJM,510," These high tech clients are used to building top tier softwares and apps overnight, so not being able to make changes to the interface makes the tool lose credibility.",0,0,0,0,0,0,0,1
fmPilot2,509,Fix client website issues. ,0,0,0,0,0,0,1,0
fmPilot2,508,Tickets sometimes don't populate for viewing after they've been placed so it's hard to respond to things or keep track of what's going on,0,0,0,0,0,0,1,0
fmPilot2,507,Don't have it error out every time we try to create a work order. ,0,0,0,0,0,0,1,0
fmPilot2,506,Site defaults to another location in our district. Sometimes the site lags out and I have had to enter work orders multiple times and if we forget to adjust the location after multiple attempts it will default to another location which causes problems for workers and billing. ,0,0,0,0,0,0,1,0
fmPilot2,505,fixit 3.0 worked just fine now I can't log onto FMPILOT,0,0,0,0,0,0,1,0
fmPilot2,504,The newest Fmpilot page format does not like to load often. You have to refresh it a couple times each time you access a client that has the new format in order to get it open ,0,0,0,0,0,0,1,0
Quantum,504,needs improvement to navigate easily. ,0,0,0,0,0,0,0,1
fmPilot2,503,photos don't upload  properly with out lines through them - and all emails don't auto generate. ,0,0,0,0,0,0,1,0
ServiceInsight7,502,Add buttons for quick requests on the main panel. ,1,0,0,0,0,0,0,0
ServiceInsight7,502," Improve the Spanish, many users do not know English",1,0,0,0,0,0,0,0
fmPilot2,502,My address does not populate. I have to make 10+ attempts to change/update the correct address.,0,0,0,0,0,0,1,0
ServiceInsight7,501,You are not allowed to upload multiple pictures via the App. ,1,0,0,0,0,0,0,0
ServiceInsight7,501,You cannot edit work orders. There is no integration with other 3rd party vendors. ,1,0,0,0,0,0,0,0
ServiceInsight7,501, There is no integration with other 3rd party vendors. ,1,0,0,0,0,0,0,0
ServiceInsight7,501,The quick tiles are not user or portfolio customized. ,1,0,0,0,0,0,0,0
ServiceInsight7,501,"I need to enter the database code which the client dont know majority of the cases, they dont memorize the database code.",0,0,0,0,0,1,0,0
fmPilot2,501,Techs have trouble logging in on their phones a lot of the times.  Won't recognize location or will just buffer for long periods of time.   Also sometimes when submitting invoices line items will randomly drop off causing us to reject and resubmit. ,0,0,0,0,0,0,1,0
ServiceInsight7,501, The app crashes quite often. ,0,0,0,0,0,0,1,0
ServiceInsight7,501,The app crashes quite often. ,0,0,0,0,0,0,1,0
fmPilot2,500,Make it work without issue over all web browsers.  For both sides of the WO.  Please.,0,0,0,0,0,0,1,0
PJM,499,"For the moment it is very time consuming and I can not see all the benefits of the tool for my own work, but I understand that it is good for a larger organisation than the one we have in Sweden.",0,0,1,0,0,0,0,0
fmPilot2,499,Calling the IVR system makes getting crews clocked in / out quite difficult as the system does not allow enough time to get the web # entered and ends the call.  ,0,0,0,0,0,0,1,0
fmPilot2,498,The aapp app keep crashing. ,0,0,0,0,0,0,1,0
fmPilot2,497,often jobs are marked completed when they are not,0,0,0,0,0,0,1,0
ServiceInsight7,497,I find it difficult to close work orders.  I close work orders only to receive an e-mail the work order is overdue.  Constance charging the login is annoying.  I find your system a waste sa time.  ,0,0,0,0,0,0,1,1
fmPilot2,496,when I get in t o make a work order it takes a few times for it to connect,0,0,0,0,0,0,1,0
fmPilot2,495,"When I first log on to select clinic it often comes up with clinic location 0 and will not allow me to move forward until I close it and reopen. Closed WO that  are not completed, would like to have a notification of events so a follow-up could be completed ",0,0,0,0,0,0,1,0
ServiceInsight7,494,"Phone number on home/login page for support.  Currently there is only an email, nothing for instant support.",1,0,0,0,0,0,0,0
fmPilot2,494,There are way too many disruptions. The system crashes too much.,0,0,0,0,0,0,1,0
ServiceInsight7,493,"""Best in class reports"" direct from SI - current list of downloads and reports available are limited. If we need to design a new one there is a cost to the account. This is an element to improve the generic reports available.",0,0,1,0,0,0,0,0
fmPilot2,493,New UI doesn't always load. Agent have issues putting in work orders too. FXE is a good example.,0,0,0,0,0,0,1,0
fmPilot2,492,More definitive user roles and less latency issues.,0,0,0,0,1,0,1,0
ServiceInsight7,492,No,0,1,0,0,0,0,0,0
fmPilot2,491,Password reset ability from a store level where password can be determined by store,0,0,0,0,1,0,0,0
SI LOCAL,491,"It should be much easier to sign up for training.  It takes weeks for me to get one of my new people signed up and in the system...should not be that hard.  It is absolutely stupid that you have disabled some of the user profiles from having access to the qr code scanner.  For small teams, everyone needs access to this and you limiting this to just certain profiles caused our account all kinds of problems.  Why would you even do this?  Make it accessible on ALL profiles.",0,0,0,0,0,1,0,0
fmPilot2,490,More user friendly. Easier to navigate. Some dummy proof directions.,0,0,0,0,0,1,0,1
ServiceInsight7,490,the tool doesnt work as fast as it should ,0,0,0,0,0,0,1,0
ServiceInsight7,489,"Sometimes, it's an extra work for the site which only 1FTE. Managing work orders, submitting, and close will need extra hour and sometimes the work orders appear on the system are not required.",1,0,0,0,0,0,0,0
Jarvis Request Management Self Service,489,Awful experience! If there was another way or company to use I would.,0,0,1,0,0,0,0,0
fmPilot2,489,"More training. i have been LOST for months with this system, I am finally getting somewhere after I had training.",0,0,0,0,0,1,0,0
fmPilot2,488,tutorials on functions!!!,0,0,0,0,0,1,0,0
ServiceInsight7,487,The ability to open multiple tabs. E.g. right click -> open WO in new tab,1,0,0,0,0,0,0,0
Jarvis Request Management Self Service,487,"Then the follow up service from the desk is shocking. No updates or follow ups, just closing tickets without checking work is actually completed, when usually it isnt. ",0,0,1,0,0,0,0,0
fmPilot2,487,Need better training ,0,0,0,0,0,1,0,0
Jarvis Request Management Self Service,487,"Plus now unable to see what is logged across the site to see if issues have been raised by others. Used to have this access, but that has gone.",1,0,0,0,0,0,1,0
Jarvis Request Management Self Service,487,"It is often very hard to find the sub categories for things you are reporting, and as a lot of those categories are very specific, it's hard to know which one to select.  ",0,0,0,0,0,0,0,1
fmPilot2,486,"I'm honestly not sure.  Maybe tear it down and start over?  It's so complicated you have to train people how to use it.  It's finicky and buggy.  Your own customer service reps struggle with it.  If you do ONLY ONE THING, please fix the attachment issue.  Please please please. ",0,0,0,0,0,1,0,0
fmPilot2,485,training on how to use and what is required by PM/PS using the porgram,0,0,0,0,0,1,0,0
fmPilot2,484,There was inadequate training.  There is little support available for questions.  The vendors chosen for HVAC issues have been awful.,0,0,0,0,0,1,0,0
fmPilot2,483,"Provide better training for CBRE/FM-Pilot users so that when an invoice or documentation is submitted, they understand what they are looking at so that less invoices are rejected for no reason thereby creating double work for vendor users.",0,0,0,0,0,1,0,0
fmPilot2,482,I need to uses FMP every day. there are so many functions I don't understand.,0,0,0,0,0,1,0,0
fmPilot2,481,more useful and relevant help links ,0,0,0,0,0,1,0,0
fmPilot2,480,Needs to be a bit more training. It's not very efficient to search for work orders when you have to restart search criteria every time you leave current list. It is also hard to give accurate start and completion times if the work order already comes in past due. Need to be able to edit completion times so vendors can receive more accurate score grades. ,0,0,0,0,0,1,0,0
fmPilot2,479,"1. When putting in a quote the sytem times out and you lose all of the information, it is very aggrevating 2. It  goes down on a regular basis 3. There is no one to call when there is an issue that needs to be resolved, we know of no tech support 4. You cannot have more tabs open up at the same time 5. Work orders don't always come to our emails, causing us to miss emergency work orders 6. File size limitations for uploads  7. There is no training for new employees 8. The screen goes blank, having to reload over and over  ",0,0,1,0,0,1,1,0
fmPilot2,478,"Oh boy, where to start. - Update the look and navigation functionality so it doesn't look and feel like a website from 2003 - Make it so the program doesn't have all sorts of weird bugs whenever more than one tab is open, or in general - Search function is incredibly limited - Alignment between searchable criteria and exportable data - Revamp the way you communicate through the platform (i.e. comment vs. email comment) - Customizable notification settings for individual users or groups of users on individual or groups of work orders",0,0,0,0,0,0,1,0
fmPilot2,477,"It doesn't always work smoothly, I have to log out of it several times to get the correct info. to populate for me and sometimes the work orders get sent for the wrong facility if you work at multiple facilities.  ",0,0,0,0,0,0,1,0
fmPilot2,476,"I have to close out, clear history and cache, and log back in multiple times a day to due to error messages and latency issues. It would be nice to not have to do that. ",0,0,0,0,0,0,1,0
ServiceInsight7,476,"When logged in, it times out too quickly, sometimes while I'm still processing work. It barely gives a few minutes before it times out. Results in signing in a minimum of at least 20 times a day.",0,0,0,0,0,0,1,0
fmPilot2,475,"seems like I'm always having issues invoicing from my phone, also when I check in and out it never gives enough time to punch in the correct info and says you exceeded the time allowed",0,0,0,0,0,0,1,0
fmPilot2,474,There seems to be issues where my page keeps getting frozen on a grey screen and i have to refresh often until the page loads. There are also some issues when i have multiple work orders open on different tabs and a comment that i place in one work order gets placed on a completely different work order,0,0,0,0,0,0,1,0
PJM,474,"Kahua is too cumbersome and we should consider a ""lighter"" tool for smaller project activity. ",0,0,0,0,0,0,1,0
fmPilot2,473,I have to refresh the page on almost every service request that I open. The screen freezes and I have to refresh sometimes 3 times. And that happens no matter what browser I use. And cookies and history clear every time I close it.,0,0,0,0,0,0,1,0
fmPilot2,472,too many times i put in  a work order adn after typing it all in it will not go through.  I have to wait a day or two before it will go through.,0,0,0,0,0,0,1,0
fmPilot2,471,"It runs very slow, and there are lots of glitches",0,0,0,0,0,0,1,0
fmPilot2,470,Stability needs vast improvements. The Website is barely functional and sometimes even logs into the backend client instead of the user interface. I am Often unable to create a ticket without reloading/relogging multiple times. I would not use this software if I had the choice due to rampant issues and bugs.,0,0,0,0,0,0,1,0
fmPilot2,469,"It's literally the worst CMMS I've ever used.  From frequent crashes, ""spinning wheel of death"", buttons not working at different times, comments not logging, etc. it's just very unreliable.  I have a team of techs that are constantly dealing with login issues, can't get into work orders, geolocation isn't working.  My vendors complain constantly about having to use it.  Before I make a recommendation for changes to be made, the whole program needs to be made more reliable.  That's it.  Make it work right.",0,0,0,0,0,0,1,0
fmPilot2,468,"Our company tends to get a lot of system errors and long load times. Photos often get corrupted when being uploaded, quotes lengths cause issues for larger jobs/longer descriptions, and some punctuation causes issues in line items. We also run into many instances where the save option does not work when quoting and we have to re-load in a separate tab then re-enter all  items in order to save. ",0,0,0,0,0,0,1,0
fmPilot2,467,Work on the speed of it and less instances of getting error messages or being unable to use the site. ,0,0,0,0,0,0,1,0
fmPilot2,466,Loading times are slow. It's very buggy and glitchy and performance improvements don't seem to make big differences. It's a great site and platform but unreliable at times.,0,0,0,0,0,0,1,0
fmPilot2,465,"Make it work correctly, program often operates  slow , locks up and kicks you out a lot , and ETC.",0,0,0,0,0,0,1,0
fmPilot2,464,"Mostly it's just outdated and buggy. The new UI for example rarely works. You have to constantly clear your cache and refresh the page several times to get it to fully load. I prefer working in the old UI, even if it is outdated.  The most difficult part of fmPilot is the quoting and invoicing forms, though. Markups process incorrectly. Often times there's a phantom empty line item you can't remove, which adds an extra markup to client costs. For any remotely complex job, the description field doesn't let you adequately describe it due to the character limits.",0,0,0,0,0,0,1,0
fmPilot2,463,"Sometimes FM Pilot is very slow, cannot create child WO's, you have to try few times, close and reopen the browser, try with Chrome, try with Edge.  Very frustrating!!",0,0,0,0,0,0,1,0
fmPilot2,462,updates and latency,1,0,0,0,0,0,1,0
fmPilot2,461,"There seems to be a constant delay when loading screens. Oftentimes, it is necessary to refresh the screen several times before the screen loads. another aspect that could use improvement is the ability to select the data you would like to extract in reports instead of a blanket data set that is pulled when running a report.  Having the ability to select the data you need would be beneficial.  ",0,0,0,0,0,0,1,0
fmPilot2,460,"Better response time, more intuitive, allow to go to any WO status from any WO status",1,0,0,0,0,0,1,1
fmPilot2,459,Things that would be helpful: *Ability to select multiple work orders and send one message or perform one function. *More intuitive flow between status updates. *Ability to have multiple fmPilot windows open at one time. ,0,0,0,0,0,0,1,1
